actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
0.630731,-0.149295,0.239993,1.755111,2.601175,0.008797
0.630738,-0.149293,0.240020,1.755152,2.601102,0.008880
0.630739,-0.149310,0.240010,1.755136,2.601110,0.008837
0.630738,-0.149291,0.239992,1.755080,2.601162,0.008759
0.630730,-0.149303,0.239994,1.755122,2.601157,0.008807
0.630731,-0.149296,0.239983,1.755076,2.601191,0.008782
0.630733,-0.149318,0.239995,1.755174,2.601132,0.008798
0.630738,-0.149290,0.239992,1.755067,2.601178,0.008775
0.630730,-0.149305,0.239986,1.755142,2.601151,0.008756
0.630722,-0.149318,0.239988,1.755147,2.601162,0.008788
0.630745,-0.149289,0.240010,1.755115,2.601116,0.008822
0.630738,-0.149300,0.240005,1.755163,2.601119,0.008859
0.630733,-0.149311,0.239994,1.755145,2.601157,0.008772
0.630728,-0.149312,0.239976,1.755157,2.601141,0.008756
0.630729,-0.149295,0.239982,1.755148,2.601163,0.008787
0.630728,-0.149296,0.239972,1.755146,2.601193,0.008741
0.630734,-0.149306,0.240019,1.755093,2.601114,0.008790
0.630723,-0.149296,0.239974,1.755147,2.601194,0.008740
0.630725,-0.149296,0.239995,1.755175,2.601137,0.008772
0.630735,-0.149287,0.240006,1.755037,2.601201,0.008817
0.630735,-0.149304,0.240009,1.755112,2.601107,0.008831
0.630723,-0.149302,0.239986,1.755160,2.601179,0.008767
0.630738,-0.149296,0.240013,1.755085,2.601136,0.008822
0.630735,-0.149284,0.240033,1.755094,2.601149,0.008895
0.630738,-0.149296,0.240002,1.755116,2.601116,0.008821
0.630736,-0.149282,0.240013,1.755087,2.601140,0.008796
0.630728,-0.149285,0.239987,1.755114,2.601213,0.008809
0.630733,-0.149304,0.239991,1.755093,2.601180,0.008781
0.630727,-0.149318,0.239987,1.755175,2.601133,0.008797
0.630740,-0.149296,0.239998,1.755112,2.601142,0.008802
0.630731,-0.149295,0.239968,1.755140,2.601217,0.008747
0.630726,-0.149297,0.239987,1.755131,2.601171,0.008746
0.630735,-0.149284,0.239997,1.755123,2.601192,0.008844
