actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
0.445461,-0.108944,0.482810,0.098696,3.031964,-0.011488
0.442533,-0.112140,0.484637,0.109120,3.031073,-0.012060
0.439615,-0.115355,0.486478,0.119847,3.029910,-0.012557
0.436721,-0.118568,0.488308,0.130627,3.028488,-0.013061
0.433836,-0.121776,0.490162,0.141477,3.026738,-0.013546
0.430909,-0.125045,0.491870,0.152656,3.025246,-0.014065
0.427974,-0.128253,0.493620,0.163642,3.023476,-0.014529
0.424996,-0.131428,0.495374,0.174516,3.021666,-0.014996
0.421983,-0.134538,0.497129,0.185414,3.019818,-0.015522
0.418903,-0.137582,0.498704,0.196251,3.018874,-0.016212
0.415717,-0.140528,0.500167,0.206942,3.018922,-0.016912
0.412447,-0.143425,0.501552,0.217561,3.019794,-0.017680
0.409104,-0.146220,0.502852,0.227885,3.021228,-0.018525
0.405663,-0.148961,0.504048,0.238261,3.023396,-0.019455
0.402111,-0.151673,0.505159,0.248732,3.026336,-0.020401
0.398449,-0.154327,0.506216,0.258748,3.029978,-0.021247
0.394693,-0.156994,0.507253,0.267118,3.033868,-0.022282
0.390885,-0.159604,0.508318,0.273229,3.037955,-0.023234
0.387019,-0.162299,0.509377,0.278055,3.042049,-0.024410
0.383176,-0.164966,0.510388,0.280590,3.046220,-0.025550
0.379291,-0.167645,0.511499,0.280724,3.050115,-0.026593
0.377330,-0.168999,0.512073,0.279769,3.051889,-0.027073
0.373465,-0.171750,0.513397,0.276479,3.054321,-0.028256
0.369661,-0.174539,0.514895,0.271282,3.055230,-0.029531
0.365963,-0.177416,0.516535,0.264898,3.054571,-0.031111
0.362306,-0.180360,0.518284,0.258067,3.052554,-0.032830
0.358720,-0.183454,0.520170,0.252049,3.049064,-0.034583
0.355134,-0.186575,0.522059,0.246874,3.045033,-0.036632
0.351559,-0.189787,0.523903,0.243213,3.040723,-0.039150
0.347937,-0.193154,0.525573,0.241572,3.036904,-0.042275
0.344286,-0.196730,0.527212,0.242063,3.032958,-0.047496
0.340645,-0.200435,0.528712,0.244202,3.029266,-0.054300
0.336998,-0.204210,0.530181,0.248034,3.025735,-0.062504
0.333353,-0.208111,0.531422,0.253106,3.022993,-0.072694
0.329739,-0.212148,0.532587,0.259575,3.020679,-0.085055
0.326152,-0.216356,0.533622,0.267186,3.018674,-0.099610
0.322692,-0.220548,0.534517,0.275272,3.017243,-0.115240
0.319289,-0.224710,0.535295,0.283236,3.016320,-0.131659
0.315846,-0.228843,0.535772,0.291011,3.017286,-0.147896
0.312363,-0.232830,0.535977,0.297389,3.020685,-0.163699
0.310607,-0.234767,0.535971,0.299687,3.023347,-0.171315
0.307049,-0.238517,0.535681,0.302137,3.030687,-0.185865
0.303373,-0.242065,0.535244,0.301453,3.039997,-0.198859
0.299660,-0.245330,0.534620,0.297407,3.051315,-0.210188
0.295896,-0.248448,0.533864,0.290683,3.064264,-0.220413
0.292134,-0.251450,0.533038,0.281134,3.078128,-0.229430
0.288389,-0.254286,0.532185,0.269093,3.092422,-0.236782
0.284585,-0.257044,0.531364,0.255076,3.106768,-0.242536
0.280804,-0.259665,0.530623,0.239552,3.120449,-0.246372
0.277076,-0.262182,0.529955,-0.221490,-3.114426,0.246898
0.273362,-0.264556,0.529549,-0.202633,-3.105713,0.245913
0.269738,-0.266817,0.529289,-0.184284,-3.098969,0.243253
0.266232,-0.269013,0.529289,-0.166346,-3.094681,0.239723
0.262838,-0.271238,0.529493,-0.149490,-3.092011,0.237567
0.259474,-0.273538,0.530008,-0.133898,-3.091244,0.237117
0.256024,-0.275878,0.530718,-0.119829,-3.091427,0.237249
0.252508,-0.278134,0.531516,-0.106164,-3.091773,0.237728
0.248910,-0.280313,0.532297,-0.093062,-3.091981,0.238233
0.245209,-0.282496,0.533124,-0.080624,-3.092150,0.238867
0.241409,-0.284664,0.533961,-0.069579,-3.092288,0.239707
0.237453,-0.286806,0.534832,-0.059677,-3.092531,0.240433
0.233435,-0.288919,0.535704,-0.050171,-3.092659,0.241192
0.231398,-0.289952,0.536155,-0.045683,-3.092639,0.241750
0.227255,-0.291966,0.537021,-0.037368,-3.092502,0.242598
0.223023,-0.293962,0.537917,-0.029862,-3.092343,0.243446
0.218736,-0.295970,0.538853,-0.023471,-3.092478,0.244808
0.214407,-0.297958,0.539779,-0.017875,-3.092651,0.246113
0.210003,-0.299933,0.540704,-0.013373,-3.092880,0.247484
0.205597,-0.301791,0.541597,-0.008837,-3.092828,0.248906
0.201180,-0.303657,0.542501,-0.004963,-3.092816,0.250420
0.196713,-0.305478,0.543371,-0.001914,-3.092876,0.251795
0.192302,-0.307246,0.544201,0.000885,-3.092756,0.253122
0.187867,-0.309016,0.544976,0.003150,-3.092474,0.254421
0.183496,-0.310702,0.545687,0.005438,-3.091972,0.255582
0.179230,-0.312423,0.546336,0.007300,-3.091437,0.256691
0.174938,-0.314171,0.546859,0.008484,-3.090588,0.257117
0.170774,-0.315888,0.547345,0.009284,-3.089721,0.257675
0.166659,-0.317657,0.547673,0.010289,-3.088377,0.257728
0.162588,-0.319455,0.547878,0.011450,-3.086740,0.257337
0.158632,-0.321287,0.548032,0.012874,-3.085017,0.256933
0.154623,-0.323194,0.548054,0.013932,-3.082991,0.255927
0.150583,-0.325115,0.548037,0.014558,-3.080921,0.254755
0.146482,-0.327009,0.547979,0.015718,-3.078738,0.253398
0.144387,-0.327936,0.547975,0.016410,-3.077714,0.252772
0.138128,-0.330645,0.547971,0.018404,-3.074615,0.250901
0.135979,-0.331533,0.547954,0.018972,-3.073509,0.250133
0.131643,-0.333283,0.547945,0.019753,-3.071457,0.248729
0.127354,-0.334950,0.547968,0.021221,-3.069485,0.247393
0.123010,-0.336588,0.547947,0.022681,-3.067376,0.245877
0.118685,-0.338152,0.547949,0.024192,-3.065336,0.244436
0.114285,-0.339672,0.547934,0.025221,-3.063300,0.242836
0.109908,-0.341126,0.547895,0.025721,-3.061265,0.241128
0.105529,-0.342515,0.547907,0.026072,-3.059474,0.239588
0.101106,-0.343865,0.547897,0.026114,-3.057537,0.237953
0.096773,-0.345112,0.547885,0.026157,-3.055655,0.236365
0.092425,-0.346336,0.547846,0.025627,-3.053806,0.234581
0.088140,-0.347478,0.547844,0.024823,-3.052152,0.232905
0.083987,-0.348553,0.547805,0.024324,-3.050514,0.231104
0.079895,-0.349560,0.547749,0.023522,-3.048981,0.229151
0.076005,-0.350525,0.547667,0.023503,-3.047272,0.227307
0.072259,-0.351463,0.547523,0.023635,-3.045518,0.225226
0.068619,-0.352404,0.547345,0.023002,-3.043911,0.222961
0.065136,-0.353313,0.547099,0.023066,-3.042208,0.220473
0.061769,-0.354239,0.546781,0.023380,-3.040368,0.217666
0.060111,-0.354690,0.546641,0.023418,-3.039516,0.216387
0.056933,-0.355591,0.546265,0.023676,-3.037673,0.213489
0.053815,-0.356475,0.545878,0.023911,-3.035952,0.210444
0.050765,-0.357424,0.545411,0.024014,-3.034238,0.207028
0.047829,-0.358454,0.544842,0.023812,-3.032319,0.203331
0.045016,-0.359468,0.544228,0.024214,-3.030408,0.199376
0.042264,-0.360543,0.543502,0.024433,-3.028447,0.195038
0.039517,-0.361693,0.542712,0.024135,-3.026472,0.190422
0.036902,-0.362893,0.541831,0.023969,-3.024471,0.185375
0.034347,-0.364135,0.540895,0.024094,-3.022498,0.180112
0.031895,-0.365430,0.539865,0.024724,-3.020361,0.174519
0.029494,-0.366800,0.538715,0.024787,-3.018127,0.168422
0.027236,-0.368264,0.537485,0.024883,-3.015922,0.162089
0.025050,-0.369819,0.536076,0.024725,-3.013647,0.154981
0.022920,-0.371478,0.534586,0.024354,-3.011330,0.147575
0.020835,-0.373216,0.532943,0.023615,-3.008923,0.139634
0.018848,-0.375041,0.531180,0.022457,-3.006411,0.131280
0.016953,-0.376984,0.529316,0.021049,-3.003977,0.122538
0.015151,-0.379004,0.527276,0.019222,-3.001432,0.113184
0.013381,-0.381134,0.525151,0.016656,-2.998838,0.103625
0.011774,-0.383375,0.522866,0.013513,-2.996171,0.093592
0.010227,-0.385682,0.520458,0.009944,-2.993411,0.083253
